sentence1,sentence2,similarity
תגיד לי מה הפעולות שאתה תומך בהן?,אני מרגיש טוב,negative
תגידי לי מה הפעולות שאת תומכת בהן?,אני מרגיש טוב,negative
תגיד לי איזה פעולות נתמכות על ידך?,אני מרגיש טוב,negative
תגידי לי איזה פעולות נתמכות על ידך?,אני מרגיש טוב,negative
תגיד לי איזו פעולות נתמכות על ידך?,אני מרגיש טוב,negative
תגידי לי איזו פעולות נתמכות על ידך?,אני מרגיש טוב,negative
תגיד לי מה הביצועים שאתה תומך בהן?,אני מרגיש טוב,negative
תגידי לי מה הביצועים שאת תומכת בהן?,אני מרגיש טוב,negative
תגיד לי איזה ביצועים נתמכות על ידך?,אני מרגיש טוב,negative
תגיד לי איזו ביצועים נתמכות על ידך?,אני מרגיש טוב,negative
תגידי לי איזה ביצועים נתמכות על ידך?,אני מרגיש טוב,negative
תגידי לי איזו ביצועים נתמכות על ידך?,אני מרגיש טוב,negative
תאמר לי מה אתה יודע לעשות,אני מרגיש טוב,negative
תאמרי לי מה את יודעת לעשות,אני מרגיש טוב,negative
תאמר לי מה הפעולות שאתה יודע לעשות?,אני מרגיש טוב,negative
תאמרי לי מה הפעולות שאת יודעת לעשות?,אני מרגיש טוב,negative
תאמר לי מה אתה יודע לבצע,אני מרגיש טוב,negative
תאמרי לי מה את יודעת לבצע,אני מרגיש טוב,negative
תאמר לי מה הפעולות שאתה יודע לבצע?,אני מרגיש טוב,negative
תאמרי לי מה הפעולות שאת יודעת לבצע?,אני מרגיש טוב,negative
תאמר לי איזה פעולות אתה יודע לבצע?,אני מרגיש טוב,negative
תאמרי לי איזה פעולות את יודעת לבצע?,אני מרגיש טוב,negative
תאמר לי איזו פעולות אתה יודע לבצע?,אני מרגיש טוב,negative
תאמרי לי איזו פעולות את יודעת לבצע?,אני מרגיש טוב,negative
תאמר לי מה הפעולות שאתה תומך בהן?,אני מרגיש טוב,negative
תאמרי לי מה הפעולות שאת תומכת בהן?,אני מרגיש טוב,negative
תאמר לי איזה פעולות נתמכות על ידך?,אני מרגיש טוב,negative
תאמרי לי איזה פעולות נתמכות על ידך?,אני מרגיש טוב,negative
תאמר לי איזו פעולות נתמכות על ידך?,אני מרגיש טוב,negative
תאמרי לי איזו פעולות נתמכות על ידך?,אני מרגיש טוב,negative
תאמר לי מה הביצועים שאתה תומך בהן?,אני מרגיש טוב,negative
תאמרי לי מה הביצועים שאת תומכת בהן?,אני מרגיש טוב,negative
תאמר לי איזה ביצועים נתמכות על ידך?,אני מרגיש טוב,negative
תאמר לי איזו ביצועים נתמכות על ידך?,אני מרגיש טוב,negative
תאמרי לי איזה ביצועים נתמכות על ידך?,אני מרגיש טוב,negative
תאמר לי איזו ביצועים נתמכות על ידך?,אני מרגיש טוב,negative
תאמרי לי איזו ביצועים נתמכות על ידך?,אני מרגיש טוב,negative
תומרי לי מה את יודעת לעשות,אני מרגיש טוב,negative
תומר לי מה הפעולות שאתה יודע לעשות?,אני מרגיש טוב,negative
תומרי לי מה הפעולות שאת יודעת לעשות?,אני מרגיש טוב,negative
תומר לי מה אתה יודע לבצע,אני מרגיש טוב,negative
תומרי לי מה את יודעת לבצע,אני מרגיש טוב,negative
תומר לי מה הפעולות שאתה יודע לבצע?,אני מרגיש טוב,negative
תומרי לי מה הפעולות שאת יודעת לבצע?,אני מרגיש טוב,negative
תומר לי איזה פעולות אתה יודע לבצע?,אני מרגיש טוב,negative
תומרי לי איזה פעולות את יודעת לבצע?,אני מרגיש טוב,negative
תומר לי איזו פעולות אתה יודע לבצע?,אני מרגיש טוב,negative
תומרי לי איזו פעולות את יודעת לבצע?,אני מרגיש טוב,negative
תומר לי מה הפעולות שאתה תומך בהן?,אני מרגיש טוב,negative
תומרי לי מה הפעולות שאת תומכת בהן?,אני מרגיש טוב,negative
תומר לי איזה פעולות נתמכות על ידך?,אני מרגיש טוב,negative
תומרי לי איזה פעולות נתמכות על ידך?,אני מרגיש טוב,negative
תומר לי איזו פעולות נתמכות על ידך?,אני מרגיש טוב,negative
תומרי לי איזו פעולות נתמכות על ידך?,אני מרגיש טוב,negative
תומר לי מה הביצועים שאתה תומך בהן?,אני מרגיש טוב,negative
תומרי לי מה הביצועים שאת תומכת בהן?,אני מרגיש טוב,negative
תומר לי איזה ביצועים נתמכות על ידך?,אני מרגיש טוב,negative
תומר לי איזו ביצועים נתמכות על ידך?,אני מרגיש טוב,negative
תומרי לי איזה ביצועים נתמכות על ידך?,אני מרגיש טוב,negative
תומר לי איזו ביצועים נתמכות על ידך?,אני מרגיש טוב,negative
תספר לי איזו ביצועים נתמכות על ידך?,אני מרגיש טוב,negative
ספר לי מה הפעולות שאתה יודע לעשות?,אני מרגיש טוב,negative
תספרי לי מה הפעולות שאת יודעת לעשות?,אני מרגיש טוב,negative
ספר לי מה אתה יודע לבצע,אני מרגיש טוב,negative
תספרי לי מה את יודעת לבצע,אני מרגיש טוב,negative
תספר לי מה הפעולות שאתה יודע לבצע?,אני מרגיש טוב,negative
ספרי לי מה הפעולות שאת יודעת לבצע?,אני מרגיש טוב,negative
תספר לי איזה פעולות אתה יודע לבצע?,אני מרגיש טוב,negative
ספרי לי איזה פעולות את יודעת לבצע?,אני מרגיש טוב,negative
ספר לי איזו פעולות אתה יודע לבצע?,אני מרגיש טוב,negative
תספרי לי איזו פעולות את יודעת לבצע?,אני מרגיש טוב,negative
מה אתה יודע לעשות?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
מה את יודעת לעשות?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
מה הפעולות שאתה יודע לעשות?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
מה הפעולות שאת יודעת לעשות?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
מה אתה יודע לבצע?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
מה את יודעת לבצע?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
מה הפעולות שאתה יודע לבצע?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
מה הפעולות שאת יודעת לבצע?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
איזה פעולות אתה יודע לבצע?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
איזה פעולות את יודעת לבצע?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
איזו פעולות אתה יודע לבצע?,בגיל המבוגר חשוב במיוחד לשמור על הבריאות ולאמץ אורח חיים בריא,negative
