sentence1,sentence2,similarity
איזה ביצועים נתמכות על ידך?,אני מרגיש טוב ורוצה לדבר על זה,negative
איזו ביצועים נתמכות על ידך?,אני מרגיש טוב ורוצה לדבר על זה,negative
תגיד לי מה אתה יודע לעשות,אני מרגיש טוב ורוצה לדבר על זה,negative
תגידי לי מה את יודעת לעשות,אני מרגיש טוב ורוצה לדבר על זה,negative
תגיד לי מה הפעולות שאתה יודע לעשות?,אני מרגיש טוב ורוצה לדבר על זה,negative
תגידי לי מה הפעולות שאת יודעת לעשות?,אני מרגיש טוב ורוצה לדבר על זה,negative
תגיד לי מה אתה יודע לבצע,אני מרגיש טוב ורוצה לדבר על זה,negative
תגידי לי מה את יודעת לבצע,אני מרגיש טוב ורוצה לדבר על זה,negative
תגיד לי מה הפעולות שאתה יודע לבצע?,אני מרגיש טוב ורוצה לדבר על זה,negative
תגידי לי מה הפעולות שאת יודעת לבצע?,אני מרגיש טוב ורוצה לדבר על זה,negative
תגיד לי איזה פעולות אתה יודע לבצע?,אני מרגיש טוב ורוצה לדבר על זה,negative
תגידי לי איזה פעולות את יודעת לבצע?,אני מרגיש טוב ורוצה לדבר על זה,negative
תגיד לי איזו פעולות אתה יודע לבצע?,אני מרגיש טוב ורוצה לדבר על זה,negative
תגידי לי איזו פעולות את יודעת לבצע?,אני מרגיש טוב ורוצה לדבר על זה,negative
תגיד לי מה הפעולות שאתה תומך בהן?,אני מרגיש טוב ורוצה לדבר על זה,negative
תגידי לי מה הפעולות שאת תומכת בהן?,אני מרגיש טוב ורוצה לדבר על זה,negative
תגיד לי איזה פעולות נתמכות על ידך?,אני מרגיש טוב ורוצה לדבר על זה,negative
תגידי לי איזה פעולות נתמכות על ידך?,אני מרגיש טוב ורוצה לדבר על זה,negative
תגיד לי איזו פעולות נתמכות על ידך?,אני מרגיש טוב ורוצה לדבר על זה,negative
תגידי לי איזו פעולות נתמכות על ידך?,אני מרגיש טוב ורוצה לדבר על זה,negative
תגיד לי מה הביצועים שאתה תומך בהן?,אני מרגיש טוב ורוצה לדבר על זה,negative
תגידי לי מה הביצועים שאת תומכת בהן?,אני מרגיש טוב ורוצה לדבר על זה,negative
תגיד לי איזה ביצועים נתמכות על ידך?,אני מרגיש טוב ורוצה לדבר על זה,negative
תגיד לי איזו ביצועים נתמכות על ידך?,אני מרגיש טוב ורוצה לדבר על זה,negative
תגידי לי איזה ביצועים נתמכות על ידך?,אני מרגיש טוב ורוצה לדבר על זה,negative
תגידי לי איזו ביצועים נתמכות על ידך?,אני מרגיש טוב ורוצה לדבר על זה,negative
תאמר לי מה אתה יודע לעשות,אני מרגיש טוב ורוצה לדבר על זה,negative
תאמרי לי מה את יודעת לעשות,אני מרגיש טוב ורוצה לדבר על זה,negative
תאמר לי מה הפעולות שאתה יודע לעשות?,אני מרגיש טוב ורוצה לדבר על זה,negative
תאמרי לי מה הפעולות שאת יודעת לעשות?,אני מרגיש טוב ורוצה לדבר על זה,negative
תאמר לי מה אתה יודע לבצע,אני מרגיש טוב ורוצה לדבר על זה,negative
תאמרי לי מה את יודעת לבצע,אני מרגיש טוב ורוצה לדבר על זה,negative
תאמר לי מה הפעולות שאתה יודע לבצע?,אני מרגיש טוב ורוצה לדבר על זה,negative
תאמרי לי מה הפעולות שאת יודעת לבצע?,אני מרגיש טוב ורוצה לדבר על זה,negative
תאמר לי איזה פעולות אתה יודע לבצע?,אני מרגיש טוב ורוצה לדבר על זה,negative
תאמרי לי איזה פעולות את יודעת לבצע?,אני מרגיש טוב ורוצה לדבר על זה,negative
תאמר לי איזו פעולות אתה יודע לבצע?,אני מרגיש טוב ורוצה לדבר על זה,negative
תאמרי לי איזו פעולות את יודעת לבצע?,אני מרגיש טוב ורוצה לדבר על זה,negative
תאמר לי מה הפעולות שאתה תומך בהן?,אני מרגיש טוב ורוצה לדבר על זה,negative
תאמרי לי מה הפעולות שאת תומכת בהן?,אני מרגיש טוב ורוצה לדבר על זה,negative
תאמר לי איזה פעולות נתמכות על ידך?,אני מרגיש טוב ורוצה לדבר על זה,negative
תאמרי לי איזה פעולות נתמכות על ידך?,אני מרגיש טוב ורוצה לדבר על זה,negative
תאמר לי איזו פעולות נתמכות על ידך?,אני מרגיש טוב ורוצה לדבר על זה,negative
תאמרי לי איזו פעולות נתמכות על ידך?,אני מרגיש טוב ורוצה לדבר על זה,negative
תאמר לי מה הביצועים שאתה תומך בהן?,אני מרגיש טוב ורוצה לדבר על זה,negative
תאמרי לי מה הביצועים שאת תומכת בהן?,אני מרגיש טוב ורוצה לדבר על זה,negative
תאמר לי איזה ביצועים נתמכות על ידך?,אני מרגיש טוב ורוצה לדבר על זה,negative
תאמר לי איזו ביצועים נתמכות על ידך?,אני מרגיש טוב ורוצה לדבר על זה,negative
תאמרי לי איזה ביצועים נתמכות על ידך?,אני מרגיש טוב ורוצה לדבר על זה,negative
תאמר לי איזו ביצועים נתמכות על ידך?,אני מרגיש טוב ורוצה לדבר על זה,negative
תאמרי לי איזו ביצועים נתמכות על ידך?,אני מרגיש טוב ורוצה לדבר על זה,negative
תומרי לי מה את יודעת לעשות,אני מרגיש טוב ורוצה לדבר על זה,negative
תומר לי מה הפעולות שאתה יודע לעשות?,אני מרגיש טוב ורוצה לדבר על זה,negative
תומרי לי מה הפעולות שאת יודעת לעשות?,אני מרגיש טוב ורוצה לדבר על זה,negative
תומר לי מה אתה יודע לבצע,אני מרגיש טוב ורוצה לדבר על זה,negative
תומרי לי מה את יודעת לבצע,אני מרגיש טוב ורוצה לדבר על זה,negative
תומר לי מה הפעולות שאתה יודע לבצע?,אני מרגיש טוב ורוצה לדבר על זה,negative
תומרי לי מה הפעולות שאת יודעת לבצע?,אני מרגיש טוב ורוצה לדבר על זה,negative
תומר לי איזה פעולות אתה יודע לבצע?,אני מרגיש טוב ורוצה לדבר על זה,negative
תומרי לי איזה פעולות את יודעת לבצע?,אני מרגיש טוב ורוצה לדבר על זה,negative
תומר לי איזו פעולות אתה יודע לבצע?,אני מרגיש טוב ורוצה לדבר על זה,negative
תומרי לי איזו פעולות את יודעת לבצע?,אני מרגיש טוב ורוצה לדבר על זה,negative
תומר לי מה הפעולות שאתה תומך בהן?,אני מרגיש טוב ורוצה לדבר על זה,negative
תומרי לי מה הפעולות שאת תומכת בהן?,אני מרגיש טוב ורוצה לדבר על זה,negative
תומר לי איזה פעולות נתמכות על ידך?,אני מרגיש טוב ורוצה לדבר על זה,negative
תומרי לי איזה פעולות נתמכות על ידך?,אני מרגיש טוב ורוצה לדבר על זה,negative
תומר לי איזו פעולות נתמכות על ידך?,אני מרגיש טוב ורוצה לדבר על זה,negative
תומרי לי איזו פעולות נתמכות על ידך?,אני מרגיש טוב ורוצה לדבר על זה,negative
תומר לי מה הביצועים שאתה תומך בהן?,אני מרגיש טוב ורוצה לדבר על זה,negative
תומרי לי מה הביצועים שאת תומכת בהן?,אני מרגיש טוב ורוצה לדבר על זה,negative
